,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Outlier
263,US-2015-106992,2015-09-19,2015-09-21,second class,SB-20290,sean braxton,corporate,houston,texas,77036,central,TEC-MA-10003353,technology,machines,xerox workcentre 6505dn laser multifunction printer,2519.958,True
264,CA-2017-125318,2017-06-06,2017-06-13,standard class,RC-19825,roy collins,consumer,chicago,illinois,60610,central,TEC-PH-10001433,technology,phones,cisco small business spa 502g voip phone,328.224,False
265,CA-2016-155040,2016-11-10,2016-11-15,standard class,AH-10210,alan hwang,consumer,brentwood,california,94513,west,TEC-AC-10004469,technology,accessories,microsoft sculpt comfort mouse,79.9,False
266,CA-2018-136826,2018-06-16,2018-06-20,standard class,CB-12535,claudia bergmann,corporate,chapel hill,north carolina,27514,south,OFF-AR-10003602,office supplies,art,"quartet omega colored chalk, 12/pack",14.016,False
267,CA-2017-111010,2017-01-22,2017-01-28,standard class,PG-18895,paul gonzalez,consumer,morristown,new jersey,7960,east,OFF-FA-10003472,office supplies,fasteners,bagged rubber bands,7.56,False
268,US-2018-145366,2018-12-09,2018-12-13,standard class,CA-12310,christine abelman,corporate,cincinnati,ohio,45231,east,OFF-ST-10004180,office supplies,storage,safco commercial shelving,37.208,False
269,US-2018-145366,2018-12-09,2018-12-13,standard class,CA-12310,christine abelman,corporate,cincinnati,ohio,45231,east,OFF-EN-10004386,office supplies,envelopes,"recycled interoffice envelopes with string and button closure, 10 x 13",57.576,False
270,CA-2018-163979,2018-12-28,2019-01-02,second class,KH-16690,kristen hastings,corporate,san francisco,california,94110,west,OFF-ST-10003208,office supplies,storage,adjustable depth letter/legal cart,725.84,True
271,CA-2016-155334,2016-07-30,2016-07-31,first class,HA-14920,helen andreada,consumer,san francisco,california,94109,west,TEC-AC-10003628,technology,accessories,logitech 910-002974 m325 wireless mouse for web scrolling,209.93,False
272,CA-2016-155334,2016-07-30,2016-07-31,first class,HA-14920,helen andreada,consumer,san francisco,california,94109,west,FUR-FU-10003274,furniture,furnishings,regeneration desk collection,5.28,False
273,CA-2016-155334,2016-07-30,2016-07-31,first class,HA-14920,helen andreada,consumer,san francisco,california,94109,west,OFF-BI-10002557,office supplies,binders,presstex flexible ring binders,10.92,False
274,CA-2018-118136,2018-09-16,2018-09-17,first class,BB-10990,barry blumstein,corporate,inglewood,california,90301,west,OFF-PA-10002615,office supplies,paper,"ampad gold fibre wirebound steno books, 6"" x 9"", gregg ruled",8.82,False
275,CA-2018-118136,2018-09-16,2018-09-17,first class,BB-10990,barry blumstein,corporate,inglewood,california,90301,west,OFF-AR-10001427,office supplies,art,newell 330,5.98,False
276,CA-2018-132976,2018-10-13,2018-10-17,standard class,AG-10495,andrew gjertsen,corporate,philadelphia,pennsylvania,19140,east,OFF-PA-10000673,office supplies,paper,"post-it “important message” note pad, neon colors, 50 sheets/pad",11.648,False
277,CA-2018-132976,2018-10-13,2018-10-17,standard class,AG-10495,andrew gjertsen,corporate,philadelphia,pennsylvania,19140,east,OFF-PA-10004470,office supplies,paper,"adams write n' stick phone message book, 11"" x 5 1/4"", 200 messages",18.176,False
278,CA-2018-132976,2018-10-13,2018-10-17,standard class,AG-10495,andrew gjertsen,corporate,philadelphia,pennsylvania,19140,east,OFF-ST-10000876,office supplies,storage,eldon simplefile box office,59.712,False
279,CA-2018-132976,2018-10-13,2018-10-17,standard class,AG-10495,andrew gjertsen,corporate,philadelphia,pennsylvania,19140,east,OFF-LA-10002043,office supplies,labels,avery 489,24.84,False
280,US-2016-161991,2016-09-26,2016-09-28,second class,SC-20725,steven cartwright,consumer,houston,texas,77070,central,OFF-BI-10004967,office supplies,binders,round ring binders,2.08,False
281,US-2016-161991,2016-09-26,2016-09-28,second class,SC-20725,steven cartwright,consumer,houston,texas,77070,central,TEC-PH-10001760,technology,phones,bose soundlink bluetooth speaker,1114.4,True
282,CA-2016-130890,2016-11-02,2016-11-06,standard class,JO-15280,jas o'carroll,consumer,los angeles,california,90004,west,FUR-TA-10002903,furniture,tables,"bevis round bullnose 29"" high table top",1038.84,True
283,CA-2016-130883,2016-09-26,2016-10-02,standard class,TB-21520,tracy blumstein,consumer,portland,oregon,97206,west,OFF-PA-10000474,office supplies,paper,easy-staple paper,141.76,False
284,CA-2016-130883,2016-09-26,2016-10-02,standard class,TB-21520,tracy blumstein,consumer,portland,oregon,97206,west,TEC-AC-10001956,technology,accessories,microsoft arc touch mouse,239.8,False
285,CA-2016-130883,2016-09-26,2016-10-02,standard class,TB-21520,tracy blumstein,consumer,portland,oregon,97206,west,OFF-PA-10004100,office supplies,paper,xerox 216,31.104,False
286,CA-2017-112697,2017-12-18,2017-12-20,second class,AH-10195,alan haines,corporate,tamarac,florida,33319,south,OFF-BI-10000778,office supplies,binders,gbc velobinder electric binding machine,254.058,False
287,CA-2017-112697,2017-12-18,2017-12-20,second class,AH-10195,alan haines,corporate,tamarac,florida,33319,south,OFF-AP-10002684,office supplies,appliances,"acco 7-outlet masterpiece power center, wihtout fax/phone line protection",194.528,False
288,CA-2017-112697,2017-12-18,2017-12-20,second class,AH-10195,alan haines,corporate,tamarac,florida,33319,south,OFF-SU-10000646,office supplies,supplies,premier automatic letter opener,961.48,True
289,CA-2017-110772,2017-11-20,2017-11-24,second class,NZ-18565,nick zandusky,home office,columbus,ohio,43229,east,OFF-FA-10002983,office supplies,fasteners,advantus slideclip paper clips,19.096,False
290,CA-2017-110772,2017-11-20,2017-11-24,second class,NZ-18565,nick zandusky,home office,columbus,ohio,43229,east,OFF-LA-10004689,office supplies,labels,avery 512,18.496,False
291,CA-2017-110772,2017-11-20,2017-11-24,second class,NZ-18565,nick zandusky,home office,columbus,ohio,43229,east,TEC-AC-10002001,technology,accessories,logitech wireless gaming headset g930,255.984,False
292,CA-2017-110772,2017-11-20,2017-11-24,second class,NZ-18565,nick zandusky,home office,columbus,ohio,43229,east,FUR-BO-10004709,furniture,bookcases,"bush westfield collection bookcases, medium cherry finish",86.97,False
293,CA-2015-111451,2015-12-26,2015-12-28,first class,KL-16555,kelly lampkin,corporate,colorado springs,colorado,80906,west,FUR-FU-10004091,furniture,furnishings,"howard miller 13"" diameter goldtone round wall clock",300.416,False
294,CA-2015-111451,2015-12-26,2015-12-28,first class,KL-16555,kelly lampkin,corporate,colorado springs,colorado,80906,west,FUR-CH-10001891,furniture,chairs,global deluxe office fabric chairs,230.352,False
295,CA-2015-111451,2015-12-26,2015-12-28,first class,KL-16555,kelly lampkin,corporate,colorado springs,colorado,80906,west,FUR-FU-10002918,furniture,furnishings,eldon clustermat chair mat with cordless antistatic protection,218.352,False
296,CA-2015-111451,2015-12-26,2015-12-28,first class,KL-16555,kelly lampkin,corporate,colorado springs,colorado,80906,west,OFF-BI-10004593,office supplies,binders,ibico laser imprintable binding system covers,78.6,False
297,CA-2015-111451,2015-12-26,2015-12-28,first class,KL-16555,kelly lampkin,corporate,colorado springs,colorado,80906,west,OFF-FA-10004854,office supplies,fasteners,"vinyl coated wire paper clips in organizer box, 800/box",27.552,False
298,CA-2017-142545,2017-10-28,2017-11-03,standard class,JD-15895,jonathan doherty,corporate,belleville,new jersey,7109,east,OFF-PA-10002105,office supplies,paper,xerox 223,32.4,False
299,CA-2017-142545,2017-10-28,2017-11-03,standard class,JD-15895,jonathan doherty,corporate,belleville,new jersey,7109,east,OFF-ST-10002756,office supplies,storage,"tennsco stur-d-stor boltless shelving, 5 shelves, 24"" deep, sand",1082.48,True
300,CA-2017-142545,2017-10-28,2017-11-03,standard class,JD-15895,jonathan doherty,corporate,belleville,new jersey,7109,east,OFF-PA-10004243,office supplies,paper,xerox 1939,56.91,False
301,CA-2017-142545,2017-10-28,2017-11-03,standard class,JD-15895,jonathan doherty,corporate,belleville,new jersey,7109,east,FUR-FU-10001861,furniture,furnishings,"floodlight indoor halogen bulbs, 1 bulb per pack, 60 watts",77.6,False
302,CA-2017-142545,2017-10-28,2017-11-03,standard class,JD-15895,jonathan doherty,corporate,belleville,new jersey,7109,east,OFF-BI-10002706,office supplies,binders,avery premier heavy-duty binder with round locking rings,14.28,False
303,US-2018-152380,2018-11-19,2018-11-23,standard class,JH-15910,jonathan howell,consumer,chicago,illinois,60623,central,FUR-TA-10002533,furniture,tables,bpi conference tables,219.075,False
304,CA-2016-144253,2016-05-04,2016-05-09,second class,AS-10225,alan schoenberger,corporate,new york city,new york,10024,east,FUR-FU-10002671,furniture,furnishings,electrix 20w halogen replacement bulb for zoom-in desk lamp,26.8,False
305,CA-2015-130960,2015-12-30,2016-01-04,standard class,KB-16600,ken brennan,corporate,taylor,michigan,48180,central,OFF-AR-10003651,office supplies,art,newell 350,9.84,False
306,CA-2015-111003,2015-06-01,2015-06-06,standard class,CR-12625,corey roper,home office,lakewood,new jersey,8701,east,OFF-BI-10001072,office supplies,binders,"gbc clear cover, 8-1/2 x 11, unpunched, 25 covers per pack",45.48,False
307,CA-2015-111003,2015-06-01,2015-06-06,standard class,CR-12625,corey roper,home office,lakewood,new jersey,8701,east,OFF-AR-10002135,office supplies,art,boston heavy-duty trimline electric pencil sharpeners,289.2,False
308,CA-2018-126774,2018-04-15,2018-04-17,first class,SH-20395,shahid hopkins,consumer,arlington,virginia,22204,south,OFF-AR-10002804,office supplies,art,faber castell col-erase pencils,4.89,False
309,CA-2017-142902,2017-09-12,2017-09-14,second class,BP-11185,ben peterman,corporate,arvada,colorado,80004,west,FUR-FU-10001918,furniture,furnishings,c-line cubicle keepers polyproplyene holder with velcro backings,15.136,False
310,CA-2017-142902,2017-09-12,2017-09-14,second class,BP-11185,ben peterman,corporate,arvada,colorado,80004,west,FUR-CH-10004086,furniture,chairs,hon 4070 series pagoda armless upholstered stacking chairs,466.768,False
311,CA-2017-142902,2017-09-12,2017-09-14,second class,BP-11185,ben peterman,corporate,arvada,colorado,80004,west,FUR-FU-10001756,furniture,furnishings,"eldon expressions desk accessory, wood photo frame, mahogany",15.232,False
312,CA-2017-142902,2017-09-12,2017-09-14,second class,BP-11185,ben peterman,corporate,arvada,colorado,80004,west,OFF-LA-10000634,office supplies,labels,avery 509,6.264,False
313,CA-2015-120887,2015-09-27,2015-10-03,standard class,TS-21205,thomas seio,corporate,hackensack,new jersey,7601,east,FUR-FU-10001588,furniture,furnishings,"deflect-o supertray unbreakable stackable tray, letter, black",87.54,False
314,CA-2015-167850,2015-08-09,2015-08-16,standard class,AG-10525,andy gerbode,corporate,saint petersburg,florida,33710,south,TEC-PH-10002398,technology,phones,at&t 1070 corded phone,178.384,False
315,CA-2015-167850,2015-08-09,2015-08-16,standard class,AG-10525,andy gerbode,corporate,saint petersburg,florida,33710,south,OFF-PA-10001937,office supplies,paper,xerox 21,15.552,False
316,CA-2015-164259,2015-12-28,2015-12-30,first class,SP-20860,sung pak,corporate,philadelphia,pennsylvania,19143,east,OFF-AR-10003373,office supplies,art,"boston school pro electric pencil sharpener, 1670",99.136,False
317,CA-2015-164973,2015-11-04,2015-11-09,standard class,NM-18445,nathan mautz,home office,new york city,new york,10024,east,FUR-CH-10002602,furniture,chairs,dmi arturo collection mission-style design wood chair,135.882,False
318,CA-2015-164973,2015-11-04,2015-11-09,standard class,NM-18445,nathan mautz,home office,new york city,new york,10024,east,TEC-MA-10002927,technology,machines,canon imageclass mf7460 monochrome digital laser multifunction copier,3991.98,True
319,CA-2015-164973,2015-11-04,2015-11-09,standard class,NM-18445,nathan mautz,home office,new york city,new york,10024,east,TEC-PH-10004093,technology,phones,panasonic kx-ts550,275.94,False
320,CA-2015-164973,2015-11-04,2015-11-09,standard class,NM-18445,nathan mautz,home office,new york city,new york,10024,east,TEC-AC-10000892,technology,accessories,netgear n750 dual band wi-fi gigabit router,360.0,False
321,CA-2015-164973,2015-11-04,2015-11-09,standard class,NM-18445,nathan mautz,home office,new york city,new york,10024,east,OFF-ST-10002974,office supplies,storage,"trav-l-file heavy-duty shuttle ii, black",43.57,False
322,CA-2015-156601,2015-09-19,2015-09-24,standard class,FA-14230,frank atkinson,corporate,long beach,california,90805,west,OFF-FA-10000624,office supplies,fasteners,oic binder clips,7.16,False
323,CA-2017-162138,2017-04-23,2017-04-27,standard class,GK-14620,grace kelly,corporate,hesperia,california,92345,west,OFF-BI-10004593,office supplies,binders,ibico laser imprintable binding system covers,251.52,False
324,CA-2017-162138,2017-04-23,2017-04-27,standard class,GK-14620,grace kelly,corporate,hesperia,california,92345,west,TEC-AC-10001908,technology,accessories,logitech wireless headset h800,99.99,False
325,CA-2018-153339,2018-11-03,2018-11-05,second class,DJ-13510,don jones,corporate,murfreesboro,tennessee,37130,south,FUR-FU-10001967,furniture,furnishings,telescoping adjustable floor lamp,15.992,False
326,US-2017-141544,2017-08-30,2017-09-01,first class,PO-18850,patrick o'brill,consumer,philadelphia,pennsylvania,19143,east,TEC-PH-10003645,technology,phones,aastra 57i voip phone,290.898,False
327,US-2017-141544,2017-08-30,2017-09-01,first class,PO-18850,patrick o'brill,consumer,philadelphia,pennsylvania,19143,east,OFF-ST-10000675,office supplies,storage,"file shuttle ii and handi-file, black",54.224,False
328,US-2017-141544,2017-08-30,2017-09-01,first class,PO-18850,patrick o'brill,consumer,philadelphia,pennsylvania,19143,east,FUR-CH-10003312,furniture,chairs,hon 2090 “pillow soft” series mid back swivel/tilt chairs,786.744,True
329,US-2017-141544,2017-08-30,2017-09-01,first class,PO-18850,patrick o'brill,consumer,philadelphia,pennsylvania,19143,east,OFF-LA-10001074,office supplies,labels,round specialty laser printer labels,100.24,False
330,US-2017-141544,2017-08-30,2017-09-01,first class,PO-18850,patrick o'brill,consumer,philadelphia,pennsylvania,19143,east,OFF-BI-10001524,office supplies,binders,gbc premium transparent covers with diagonal lined pattern,37.764,False
331,US-2017-150147,2017-04-25,2017-04-29,second class,JL-15850,john lucas,consumer,philadelphia,pennsylvania,19134,east,TEC-PH-10004614,technology,phones,at&t 841000 phone,82.8,False
332,US-2017-150147,2017-04-25,2017-04-29,second class,JL-15850,john lucas,consumer,philadelphia,pennsylvania,19134,east,OFF-BI-10001153,office supplies,binders,ibico recycled grain-textured covers,20.724,False
333,US-2017-150147,2017-04-25,2017-04-29,second class,JL-15850,john lucas,consumer,philadelphia,pennsylvania,19134,east,OFF-BI-10001982,office supplies,binders,wilson jones custom binder spines & labels,4.896,False
334,CA-2016-137946,2016-09-01,2016-09-04,second class,DB-13615,doug bickford,consumer,los angeles,california,90045,west,OFF-BI-10001922,office supplies,binders,storex dura pro binders,4.752,False
335,CA-2016-137946,2016-09-01,2016-09-04,second class,DB-13615,doug bickford,consumer,los angeles,california,90045,west,TEC-CO-10001449,technology,copiers,hewlett packard laserjet 3310 copier,959.984,True
336,CA-2016-137946,2016-09-01,2016-09-04,second class,DB-13615,doug bickford,consumer,los angeles,california,90045,west,OFF-BI-10004140,office supplies,binders,avery non-stick binders,14.368,False
337,CA-2015-129924,2015-07-12,2015-07-17,standard class,AC-10420,alyssa crouse,corporate,san francisco,california,94122,west,OFF-BI-10003314,office supplies,binders,tuff stuff recycled round ring binders,7.712,False
338,CA-2015-129924,2015-07-12,2015-07-17,standard class,AC-10420,alyssa crouse,corporate,san francisco,california,94122,west,FUR-TA-10004575,furniture,tables,hon 5100 series wood tables,698.352,True
339,CA-2016-128167,2016-06-22,2016-06-26,second class,KL-16645,ken lonsdale,consumer,layton,utah,84041,west,OFF-FA-10000490,office supplies,fasteners,"oic binder clips, mini, 1/4"" capacity, black",4.96,False
340,CA-2015-122336,2015-04-13,2015-04-17,second class,JD-15895,jonathan doherty,corporate,philadelphia,pennsylvania,19140,east,OFF-AR-10000122,office supplies,art,newell 314,17.856,False
341,CA-2015-122336,2015-04-13,2015-04-17,second class,JD-15895,jonathan doherty,corporate,philadelphia,pennsylvania,19140,east,OFF-BI-10003656,office supplies,binders,fellowes pb200 plastic comb binding machine,509.97,True
342,CA-2015-122336,2015-04-13,2015-04-17,second class,JD-15895,jonathan doherty,corporate,philadelphia,pennsylvania,19140,east,OFF-FA-10002780,office supplies,fasteners,staples,30.992,False
343,CA-2015-122336,2015-04-13,2015-04-17,second class,JD-15895,jonathan doherty,corporate,philadelphia,pennsylvania,19140,east,TEC-PH-10000702,technology,phones,"square credit card reader, 4 1/2"" x 4 1/2"" x 1"", white",71.928,False
344,US-2016-120712,2016-12-20,2016-12-24,standard class,CS-12130,chad sievert,consumer,austin,texas,78745,central,OFF-ST-10000107,office supplies,storage,fellowes super stor/drawer,88.8,False
345,CA-2018-169901,2018-06-15,2018-06-19,standard class,CC-12550,clay cheatham,consumer,san francisco,california,94122,west,TEC-PH-10002293,technology,phones,anker 36w 4-port usb wall charger travel power adapter for iphone 5s 5c 5,47.976,False
346,CA-2018-134306,2018-07-08,2018-07-12,standard class,TD-20995,tamara dahlen,consumer,lowell,massachusetts,1852,east,OFF-AR-10004027,office supplies,art,"binney & smith inktank erasable desk highlighter, chisel tip, yellow, 12/box",7.56,False
347,CA-2018-134306,2018-07-08,2018-07-12,standard class,TD-20995,tamara dahlen,consumer,lowell,massachusetts,1852,east,OFF-PA-10000249,office supplies,paper,easy-staple paper,24.56,False
348,CA-2018-134306,2018-07-08,2018-07-12,standard class,TD-20995,tamara dahlen,consumer,lowell,massachusetts,1852,east,OFF-AR-10001374,office supplies,art,"bic brite liner highlighters, chisel tip",12.96,False
349,CA-2017-129714,2017-09-01,2017-09-03,first class,AB-10060,adam bellavance,home office,new york city,new york,10009,east,TEC-AC-10000290,technology,accessories,sabrent 4-port usb 2.0 hub,6.79,False
350,CA-2017-129714,2017-09-01,2017-09-03,first class,AB-10060,adam bellavance,home office,new york city,new york,10009,east,OFF-PA-10001970,office supplies,paper,xerox 1881,24.56,False
351,CA-2017-129714,2017-09-01,2017-09-03,first class,AB-10060,adam bellavance,home office,new york city,new york,10009,east,OFF-BI-10002160,office supplies,binders,acco hanging data binders,3.048,False
352,CA-2017-129714,2017-09-01,2017-09-03,first class,AB-10060,adam bellavance,home office,new york city,new york,10009,east,OFF-PA-10001970,office supplies,paper,xerox 1881,49.12,False
353,CA-2017-129714,2017-09-01,2017-09-03,first class,AB-10060,adam bellavance,home office,new york city,new york,10009,east,OFF-BI-10004995,office supplies,binders,gbc docubind p400 electric binding system,4355.168,True
354,CA-2017-138520,2017-04-08,2017-04-13,standard class,JL-15505,jeremy lonsdale,consumer,new york city,new york,10035,east,FUR-BO-10002268,furniture,bookcases,sauder barrister bookcases,388.704,False
355,CA-2017-138520,2017-04-08,2017-04-13,standard class,JL-15505,jeremy lonsdale,consumer,new york city,new york,10035,east,OFF-EN-10001137,office supplies,envelopes,"#10 gummed flap white envelopes, 100/box",8.26,False
356,CA-2017-138520,2017-04-08,2017-04-13,standard class,JL-15505,jeremy lonsdale,consumer,new york city,new york,10035,east,OFF-AR-10002399,office supplies,art,"dixon prang watercolor pencils, 10-color set with brush",17.04,False
357,CA-2017-138520,2017-04-08,2017-04-13,standard class,JL-15505,jeremy lonsdale,consumer,new york city,new york,10035,east,OFF-PA-10002713,office supplies,paper,"adams phone message book, 200 message capacity, 8 1/16” x 11”",34.4,False
358,CA-2017-130001,2017-04-23,2017-04-28,standard class,HK-14890,heather kirkland,corporate,charlotte,north carolina,28205,south,OFF-PA-10002666,office supplies,paper,southworth 25% cotton linen-finish paper & envelopes,36.24,False
359,CA-2018-155698,2018-03-08,2018-03-11,first class,VB-21745,victoria brennan,corporate,columbus,georgia,31907,south,OFF-AP-10001124,office supplies,appliances,belkin 8 outlet surgemaster ii gold surge protector with phone protection,647.84,True
360,CA-2018-155698,2018-03-08,2018-03-11,first class,VB-21745,victoria brennan,corporate,columbus,georgia,31907,south,OFF-LA-10001158,office supplies,labels,"avery address/shipping labels for typewriters, 4"" x 2""",20.7,False
361,CA-2018-144904,2018-09-25,2018-10-01,standard class,KW-16435,katrina willman,consumer,new york city,new york,10009,east,OFF-LA-10001158,office supplies,labels,"avery address/shipping labels for typewriters, 4"" x 2""",20.7,False
362,CA-2018-144904,2018-09-25,2018-10-01,standard class,KW-16435,katrina willman,consumer,new york city,new york,10009,east,FUR-CH-10000785,furniture,chairs,global ergonomic managers chair,488.646,False
363,CA-2018-144904,2018-09-25,2018-10-01,standard class,KW-16435,katrina willman,consumer,new york city,new york,10009,east,OFF-AR-10003732,office supplies,art,newell 333,5.56,False
364,CA-2018-144904,2018-09-25,2018-10-01,standard class,KW-16435,katrina willman,consumer,new york city,new york,10009,east,FUR-FU-10000023,furniture,furnishings,eldon wave desk accessories,47.12,False
365,CA-2015-123344,2015-09-24,2015-09-29,standard class,JD-16060,julia dunbar,consumer,san francisco,california,94109,west,OFF-ST-10001713,office supplies,storage,"gould plastics 9-pocket panel bin, 18-3/8w x 5-1/4d x 20-1/2h, black",211.96,False
366,CA-2017-155516,2017-10-21,2017-10-21,same day,MK-17905,michael kennedy,corporate,manchester,connecticut,6040,east,OFF-BI-10002412,office supplies,binders,wilson jones “snap” scratch pad binder tool for ring binders,23.2,False
367,CA-2017-155516,2017-10-21,2017-10-21,same day,MK-17905,michael kennedy,corporate,manchester,connecticut,6040,east,OFF-SU-10001225,office supplies,supplies,staple remover,7.36,False
368,CA-2017-155516,2017-10-21,2017-10-21,same day,MK-17905,michael kennedy,corporate,manchester,connecticut,6040,east,OFF-ST-10002406,office supplies,storage,pizazz global quick file,104.79,False
369,CA-2017-155516,2017-10-21,2017-10-21,same day,MK-17905,michael kennedy,corporate,manchester,connecticut,6040,east,FUR-BO-10002545,furniture,bookcases,"atlantic metals mobile 3-shelf bookcases, custom colors",1043.92,True
370,CA-2018-104745,2018-05-29,2018-06-04,standard class,GT-14755,guy thornton,consumer,harlingen,texas,78550,central,OFF-PA-10002036,office supplies,paper,xerox 1930,25.92,False
371,CA-2018-104745,2018-05-29,2018-06-04,standard class,GT-14755,guy thornton,consumer,harlingen,texas,78550,central,OFF-ST-10002205,office supplies,storage,file shuttle i and handi-file,53.424,False
372,US-2015-119137,2015-07-23,2015-07-27,standard class,AG-10900,arthur gainer,consumer,tucson,arizona,85705,west,OFF-BI-10001982,office supplies,binders,wilson jones custom binder spines & labels,8.16,False
373,US-2015-119137,2015-07-23,2015-07-27,standard class,AG-10900,arthur gainer,consumer,tucson,arizona,85705,west,TEC-AC-10003911,technology,accessories,netgear ac1750 dual band gigabit smart wifi router,1023.936,True
374,US-2015-119137,2015-07-23,2015-07-27,standard class,AG-10900,arthur gainer,consumer,tucson,arizona,85705,west,OFF-AR-10000658,office supplies,art,newell 324,9.24,False
375,US-2015-119137,2015-07-23,2015-07-27,standard class,AG-10900,arthur gainer,consumer,tucson,arizona,85705,west,TEC-AC-10002076,technology,accessories,microsoft natural keyboard elite,479.04,False
376,US-2017-134656,2017-09-28,2017-10-01,first class,MM-18280,muhammed macintyre,corporate,quincy,illinois,62301,central,OFF-PA-10003039,office supplies,paper,xerox 1960,99.136,False
377,US-2018-134481,2018-08-27,2018-09-01,standard class,AR-10405,allen rosenblatt,corporate,franklin,massachusetts,2038,east,FUR-TA-10004915,furniture,tables,"office impressions end table, 20-1/2""h x 24""w x 20""d",1488.424,True
378,CA-2016-130792,2016-04-28,2016-05-05,standard class,RA-19915,russell applegate,consumer,houston,texas,77095,central,OFF-AP-10000696,office supplies,appliances,holmes odor grabber,8.652,False
379,CA-2016-130792,2016-04-28,2016-05-05,standard class,RA-19915,russell applegate,consumer,houston,texas,77095,central,OFF-ST-10003327,office supplies,storage,akro-mils 12-gallon tote,23.832,False
380,CA-2016-130792,2016-04-28,2016-05-05,standard class,RA-19915,russell applegate,consumer,houston,texas,77095,central,OFF-BI-10000309,office supplies,binders,"gbc twin loop wire binding elements, 9/16"" spine, black",12.176,False
381,CA-2017-134775,2017-10-28,2017-10-29,first class,AS-10285,alejandro savely,corporate,san francisco,california,94109,west,OFF-PA-10004734,office supplies,paper,southworth structures collection,50.96,False
382,CA-2017-134775,2017-10-28,2017-10-29,first class,AS-10285,alejandro savely,corporate,san francisco,california,94109,west,OFF-BI-10002225,office supplies,binders,"square ring data binders, rigid 75 pt. covers, 11"" x 14-7/8""",49.536,False
383,CA-2016-125395,2016-06-26,2016-06-29,second class,LA-16780,laura armstrong,corporate,taylor,michigan,48180,central,TEC-AC-10004708,technology,accessories,sony 32gb class 10 micro sdhc r40 memory card,41.9,False
384,US-2016-168935,2016-11-27,2016-12-02,standard class,DO-13435,denny ordway,consumer,pembroke pines,florida,33024,south,FUR-TA-10000617,furniture,tables,"hon practical foundations 30 x 60 training table, light gray/charcoal",375.4575,False
385,US-2016-168935,2016-11-27,2016-12-02,standard class,DO-13435,denny ordway,consumer,pembroke pines,florida,33024,south,TEC-AC-10002335,technology,accessories,logitech media keyboard k200,83.976,False
386,CA-2016-122756,2016-12-03,2016-12-07,standard class,DK-13225,dean katz,corporate,philadelphia,pennsylvania,19140,east,TEC-MA-10001681,technology,machines,lexmark marknet n8150 wireless print server,482.34,False
387,CA-2016-122756,2016-12-03,2016-12-07,standard class,DK-13225,dean katz,corporate,philadelphia,pennsylvania,19140,east,FUR-FU-10001935,furniture,furnishings,3m hangers with command adhesive,2.96,False
388,CA-2015-115973,2015-11-24,2015-11-26,first class,NG-18430,nathan gelder,consumer,cincinnati,ohio,45231,east,OFF-AR-10004757,office supplies,art,crayola colored pencils,2.624,False
389,CA-2018-101798,2018-12-11,2018-12-15,standard class,MV-18190,mike vittorini,consumer,new york city,new york,10009,east,OFF-BI-10000050,office supplies,binders,"angle-d binders with locking rings, label holders",23.36,False
390,CA-2018-101798,2018-12-11,2018-12-15,standard class,MV-18190,mike vittorini,consumer,new york city,new york,10009,east,TEC-AC-10001998,technology,accessories,logitech ls21 speaker system - pc multimedia - 2.1-ch - wired,39.98,False
391,US-2015-135972,2015-09-21,2015-09-23,second class,JG-15115,jack garza,consumer,des moines,washington,98198,west,TEC-PH-10003012,technology,phones,nortel meridian m3904 professional digital phone,246.384,False
392,US-2015-135972,2015-09-21,2015-09-23,second class,JG-15115,jack garza,consumer,des moines,washington,98198,west,TEC-CO-10002313,technology,copiers,canon pc1080f personal copier,1799.97,True
393,US-2015-134971,2015-06-07,2015-06-10,second class,BP-11095,bart pistole,corporate,peoria,illinois,61604,central,OFF-BI-10003982,office supplies,binders,wilson jones century plastic molded ring binders,12.462,False
394,CA-2018-102946,2018-06-30,2018-07-05,standard class,VP-21730,victor preis,home office,las vegas,nevada,89115,west,OFF-BI-10004492,office supplies,binders,tuf-vin binders,75.792,False
395,CA-2018-165603,2018-10-17,2018-10-19,second class,SS-20140,saphhira shifley,corporate,warwick,rhode island,2886,east,OFF-ST-10000798,office supplies,storage,2300 heavy-duty transfer file systems by perma,49.96,False
396,CA-2018-165603,2018-10-17,2018-10-19,second class,SS-20140,saphhira shifley,corporate,warwick,rhode island,2886,east,OFF-PA-10002552,office supplies,paper,xerox 1958,12.96,False
397,CA-2016-122259,2016-10-31,2016-11-04,standard class,HP-14815,harold pawlan,home office,jackson,michigan,49201,central,OFF-SU-10002573,office supplies,supplies,"acme 10"" easy grip assistive scissors",70.12,False
398,CA-2017-108987,2017-09-08,2017-09-10,second class,AG-10675,anna gayman,consumer,houston,texas,77036,central,OFF-ST-10001580,office supplies,storage,super decoflex portable personal file,35.952,False
399,CA-2017-108987,2017-09-08,2017-09-10,second class,AG-10675,anna gayman,consumer,houston,texas,77036,central,FUR-BO-10004834,furniture,bookcases,"riverside palais royal lawyers bookcase, royale cherry finish",2396.2656,True
400,CA-2017-108987,2017-09-08,2017-09-10,second class,AG-10675,anna gayman,consumer,houston,texas,77036,central,OFF-ST-10000934,office supplies,storage,"contico 72""h heavy-duty storage system",131.136,False
